 # Key parameters for the calculation
 # TASK,INSTR,TEMP,WING,E_UNIT
 #    1,   3, 300,   0,   1
 # Q, deltaE, Total
    4.200000,   14.399506,    0.109663
    4.200000,   14.499503,    0.106189
    4.200000,   14.599499,    0.102865
    4.200000,   14.699496,    0.099722
    4.200000,   14.799492,    0.096786
    4.200000,   14.899489,    0.094071
    4.200000,   14.999485,    0.091581
    4.200000,   15.099482,    0.089312
    4.200000,   15.199479,    0.087253
    4.200000,   15.299475,    0.085383
    4.200000,   15.399472,    0.083675
    4.200000,   15.499468,    0.082099
    4.200000,   15.599465,    0.080622
    4.200000,   15.699461,    0.079213
    4.200000,   15.799458,    0.077843
    4.200000,   15.899455,    0.076485
    4.200000,   15.999451,    0.075122
    4.200000,   16.099448,    0.073742
    4.200000,   16.199444,    0.072340
    4.200000,   16.299441,    0.070919
    4.200000,   16.399437,    0.069487
    4.200000,   16.499434,    0.068056
    4.200000,   16.599431,    0.066639
    4.200000,   16.699427,    0.065251
    4.200000,   16.799424,    0.063904
    4.200000,   16.899420,    0.062608
    4.200000,   16.999417,    0.061370
    4.200000,   17.099413,    0.060194
    4.200000,   17.199410,    0.059079
    4.200000,   17.299406,    0.058025
    4.200000,   17.399403,    0.057028
    4.200000,   17.499400,    0.056083
    4.200000,   17.599396,    0.055189
    4.200000,   17.699393,    0.054343
    4.200000,   17.799389,    0.053541
    4.200000,   17.899386,    0.052782
    4.200000,   17.999382,    0.052062
    4.200000,   18.099379,    0.051378
    4.200000,   18.199376,    0.050724
    4.200000,   18.299372,    0.050094
    4.200000,   18.399369,    0.049481
    4.200000,   18.499365,    0.048876
    4.200000,   18.599362,    0.048272
    4.200000,   18.699358,    0.047663
    4.200000,   18.799355,    0.047045
    4.200000,   18.899352,    0.046414
    4.200000,   18.999348,    0.045772
    4.200000,   19.099345,    0.045123
    4.200000,   19.199341,    0.044471
    4.200000,   19.299338,    0.043823
    4.200000,   19.399334,    0.043188
    4.200000,   19.499331,    0.042573
    4.200000,   19.599328,    0.041984
    4.200000,   19.699324,    0.041425
    4.200000,   19.799321,    0.040897
    4.200000,   19.899317,    0.040398
    4.200000,   19.999314,    0.039923
    4.200000,   20.099310,    0.039465
    4.200000,   20.199307,    0.039017
    4.200000,   20.299304,    0.038571
    4.200000,   20.399300,    0.038123
    4.200000,   20.499297,    0.037670
    4.200000,   20.599293,    0.037215
    4.200000,   20.699290,    0.036759
    4.200000,   20.799286,    0.036307
    4.200000,   20.899283,    0.035863
    4.200000,   20.999280,    0.035429
    4.200000,   21.099276,    0.035005
    4.200000,   21.199273,    0.034589
    4.200000,   21.299269,    0.034175
    4.200000,   21.399266,    0.033762
    4.200000,   21.499262,    0.033345
    4.200000,   21.599259,    0.032927
    4.200000,   21.699256,    0.032508
    4.200000,   21.799252,    0.032095
    4.200000,   21.899249,    0.031695
    4.200000,   21.999245,    0.031315
    4.200000,   22.099242,    0.030959
    4.200000,   22.199238,    0.030632
    4.200000,   22.299235,    0.030333
    4.200000,   22.399232,    0.030062
    4.200000,   22.499228,    0.029816
    4.200000,   22.599225,    0.029592
    4.200000,   22.699221,    0.029387
    4.200000,   22.799218,    0.029198
    4.200000,   22.899214,    0.029021
    4.200000,   22.999211,    0.028854
    4.200000,   23.099208,    0.028692
    4.200000,   23.199204,    0.028531
    4.200000,   23.299201,    0.028367
    4.200000,   23.399197,    0.028197
    4.200000,   23.499194,    0.028019
    4.200000,   23.599190,    0.027832
    4.200000,   23.699187,    0.027640
    4.200000,   23.799183,    0.027447
    4.200000,   23.899180,    0.027258
    4.200000,   23.999177,    0.027079
    4.200000,   24.099173,    0.026914
    4.200000,   24.199170,    0.026766
    4.200000,   24.299166,    0.026634
    4.200000,   24.399163,    0.026512
    4.200000,   24.499159,    0.026395
    4.200000,   24.599156,    0.026274
    4.200000,   24.699153,    0.026139
    4.200000,   24.799149,    0.025985
    4.200000,   24.899146,    0.025808
    4.200000,   24.999142,    0.025606
    4.200000,   25.099139,    0.025382
    4.200000,   25.199135,    0.025138
    4.200000,   25.299132,    0.024878
    4.200000,   25.399129,    0.024607
    4.200000,   25.499125,    0.024328
    4.200000,   25.599122,    0.024051
    4.200000,   25.699118,    0.023788
    4.200000,   25.799115,    0.023550
    4.200000,   25.899111,    0.023355
    4.200000,   25.999108,    0.023212
    4.200000,   26.099105,    0.023127
    4.200000,   26.199101,    0.023097
    4.200000,   26.299098,    0.023110
    4.200000,   26.399094,    0.023149
    4.200000,   26.499091,    0.023190
    4.200000,   26.599087,    0.023212
    4.200000,   26.699084,    0.023196
    4.200000,   26.799081,    0.023129
    4.200000,   26.899077,    0.023005
    4.200000,   26.999074,    0.022825
    4.200000,   27.099070,    0.022598
    4.200000,   27.199067,    0.022339
    4.200000,   27.299063,    0.022068
    4.200000,   27.399060,    0.021806
    4.200000,   27.499057,    0.021571
    4.200000,   27.599053,    0.021377
    4.200000,   27.699050,    0.021229
    4.200000,   27.799046,    0.021123
    4.200000,   27.899043,    0.021049
    4.200000,   27.999039,    0.020985
    4.200000,   28.099036,    0.020911
    4.200000,   28.199033,    0.020804
    4.200000,   28.299029,    0.020651
    4.200000,   28.399026,    0.020448
    4.200000,   28.499022,    0.020203
    4.200000,   28.599019,    0.019935
    4.200000,   28.699015,    0.019668
    4.200000,   28.799012,    0.019421
    4.200000,   28.899009,    0.019206
    4.200000,   28.999005,    0.019019
    4.200000,   29.099002,    0.018836
    4.200000,   29.198998,    0.018615
    4.200000,   29.298995,    0.018296
    4.200000,   29.398991,    0.017806
    4.200000,   29.498988,   -1.000000
    4.200000,   29.598985,   -1.000000
    4.200000,   29.698981,   -1.000000
    4.200000,   29.798978,   -1.000000
    4.200000,   29.898974,   -1.000000

    4.250000,    0.099997,    0.093207
    4.250000,    0.199993,    0.098890
    4.250000,    0.299990,    0.104452
    4.250000,    0.399986,    0.109848
    4.250000,    0.499983,    0.115036
    4.250000,    0.599979,    0.119977
    4.250000,    0.699976,    0.124635
    4.250000,    0.799973,    0.128981
    4.250000,    0.899969,    0.132990
    4.250000,    0.999966,    0.136642
    4.250000,    1.099962,    0.139923
    4.250000,    1.199959,    0.142825
    4.250000,    1.299955,    0.145346
    4.250000,    1.399952,    0.147489
    4.250000,    1.499949,    0.149259
    4.250000,    1.599945,    0.150668
    4.250000,    1.699942,    0.151731
    4.250000,    1.799938,    0.152465
    4.250000,    1.899935,    0.152889
    4.250000,    1.999931,    0.153023
    4.250000,    2.099928,    0.152889
    4.250000,    2.199925,    0.152510
    4.250000,    2.299921,    0.151906
    4.250000,    2.399918,    0.151098
    4.250000,    2.499914,    0.150106
    4.250000,    2.599911,    0.148951
    4.250000,    2.699907,    0.147648
    4.250000,    2.799904,    0.146216
    4.250000,    2.899901,    0.144668
    4.250000,    2.999897,    0.143020
    4.250000,    3.099894,    0.141284
    4.250000,    3.199890,    0.139472
    4.250000,    3.299887,    0.137595
    4.250000,    3.399883,    0.135663
    4.250000,    3.499880,    0.133686
    4.250000,    3.599876,    0.131670
    4.250000,    3.699873,    0.129625
    4.250000,    3.799870,    0.127558
    4.250000,    3.899866,    0.125474
    4.250000,    3.999863,    0.123381
    4.250000,    4.099859,    0.121283
    4.250000,    4.199856,    0.119186
    4.250000,    4.299852,    0.117093
    4.250000,    4.399849,    0.115009
    4.250000,    4.499846,    0.112938
    4.250000,    4.599842,    0.110881
    4.250000,    4.699839,    0.108842
    4.250000,    4.799835,    0.106823
    4.250000,    4.899832,    0.104825
    4.250000,    4.999828,    0.102852
    4.250000,    5.099825,    0.100904
    4.250000,    5.199822,    0.098983
    4.250000,    5.299818,    0.097091
    4.250000,    5.399815,    0.095228
    4.250000,    5.499811,    0.093398
    4.250000,    5.599808,    0.091602
    4.250000,    5.699804,    0.089843
    4.250000,    5.799801,    0.088121
    4.250000,    5.899798,    0.086440
    4.250000,    5.999794,    0.084803
    4.250000,    6.099791,    0.083212
    4.250000,    6.199787,    0.081670
    4.250000,    6.299784,    0.080179
    4.250000,    6.399780,    0.078743
    4.250000,    6.499777,    0.077365
    4.250000,    6.599774,    0.076046
    4.250000,    6.699770,    0.074790
    4.250000,    6.799767,    0.073598
    4.250000,    6.899763,    0.072473
    4.250000,    6.999760,    0.071416
    4.250000,    7.099756,    0.070427
    4.250000,    7.199753,    0.069508
    4.250000,    7.299750,    0.068658
    4.250000,    7.399746,    0.067877
    4.250000,    7.499743,    0.067164
    4.250000,    7.599739,    0.066517
    4.250000,    7.699736,    0.065932
    4.250000,    7.799732,    0.065408
    4.250000,    7.899729,    0.064941
    4.250000,    7.999726,    0.064526
    4.250000,    8.099722,    0.064158
    4.250000,    8.199719,    0.063833
    4.250000,    8.299715,    0.063544
    4.250000,    8.399712,    0.063286
    4.250000,    8.499708,    0.063053
    4.250000,    8.599705,    0.062839
    4.250000,    8.699702,    0.062638
    4.250000,    8.799698,    0.062445
    4.250000,    8.899695,    0.062256
    4.250000,    8.999691,    0.062067
    4.250000,    9.099688,    0.061874
    4.250000,    9.199684,    0.061676
    4.250000,    9.299681,    0.061474
    4.250000,    9.399678,    0.061267
    4.250000,    9.499674,    0.061059
    4.250000,    9.599671,    0.060854
    4.250000,    9.699667,    0.060657
    4.250000,    9.799664,    0.060476
    4.250000,    9.899660,    0.060320
    4.250000,    9.999657,    0.060196
    4.250000,   10.099653,    0.060117
    4.250000,   10.199650,    0.060094
    4.250000,   10.299647,    0.060138
    4.250000,   10.399643,    0.060263
    4.250000,   10.499640,    0.060483
    4.250000,   10.599636,    0.060811
    4.250000,   10.699633,    0.061262
    4.250000,   10.799629,    0.061853
    4.250000,   10.899626,    0.062600
    4.250000,   10.999623,    0.063521
    4.250000,   11.099619,    0.064634
    4.250000,   11.199616,    0.065958
    4.250000,   11.299612,    0.067512
    4.250000,   11.399609,    0.069317
    4.250000,   11.499605,    0.071389
    4.250000,   11.599602,    0.073744
    4.250000,   11.699599,    0.076394
    4.250000,   11.799595,    0.079346
    4.250000,   11.899592,    0.082602
    4.250000,   11.999588,    0.086153
    4.250000,   12.099585,    0.089984
    4.250000,   12.199581,    0.094067
    4.250000,   12.299578,    0.098365
    4.250000,   12.399575,    0.102828
    4.250000,   12.499571,    0.107397
    4.250000,   12.599568,    0.112001
    4.250000,   12.699564,    0.116562
    4.250000,   12.799561,    0.120993
    4.250000,   12.899557,    0.125208
    4.250000,   12.999554,    0.129116
    4.250000,   13.099551,    0.132633
    4.250000,   13.199547,    0.135679
    4.250000,   13.299544,    0.138185
    4.250000,   13.399540,    0.140096
    4.250000,   13.499537,    0.141372
    4.250000,   13.599533,    0.141992
    4.250000,   13.699530,    0.141953
    4.250000,   13.799527,    0.141271
    4.250000,   13.899523,    0.139980
    4.250000,   13.999520,    0.138130
    4.250000,   14.099516,    0.135785
    4.250000,   14.199513,    0.133018
    4.250000,   14.299509,    0.129910
    4.250000,   14.399506,    0.126547
    4.250000,   14.499503,    0.123012
    4.250000,   14.599499,    0.119386
    4.250000,   14.699496,    0.115743
    4.250000,   14.799492,    0.112146
    4.250000,   14.899489,    0.108651
    4.250000,   14.999485,    0.105298
    4.250000,   15.099482,    0.102117
    4.250000,   15.199479,    0.099125
    4.250000,   15.299475,    0.096328
    4.250000,   15.399472,    0.093723
    4.250000,   15.499468,    0.091297
    4.250000,   15.599465,    0.089036
    4.250000,   15.699461,    0.086917
    4.250000,   15.799458,    0.084921
    4.250000,   15.899455,    0.083027
    4.250000,   15.999451,    0.081215
    4.250000,   16.099448,    0.079470
    4.250000,   16.199444,    0.077780
    4.250000,   16.299441,    0.076136
    4.250000,   16.399437,    0.074533
    4.250000,   16.499434,    0.072968
    4.250000,   16.599431,    0.071441
    4.250000,   16.699427,    0.069951
    4.250000,   16.799424,    0.068498
    4.250000,   16.899420,    0.067085
    4.250000,   16.999417,    0.065710
    4.250000,   17.099413,    0.064373
    4.250000,   17.199410,    0.063075
    4.250000,   17.299406,    0.061815
    4.250000,   17.399403,    0.060594
    4.250000,   17.499400,    0.059414
    4.250000,   17.599396,    0.058275
    4.250000,   17.699393,    0.057180
    4.250000,   17.799389,    0.056129
    4.250000,   17.899386,    0.055125
    4.250000,   17.999382,    0.054164
    4.250000,   18.099379,    0.053246
    4.250000,   18.199376,    0.052366
    4.250000,   18.299372,    0.051517
    4.250000,   18.399369,    0.050694
    4.250000,   18.499365,    0.049891
    4.250000,   18.599362,    0.049102
    4.250000,   18.699358,    0.048321
    4.250000,   18.799355,    0.047548
    4.250000,   18.899352,    0.046782
    4.250000,   18.999348,    0.046024
    4.250000,   19.099345,    0.045277
    4.250000,   19.199341,    0.044545
    4.250000,   19.299338,    0.043833
    4.250000,   19.399334,    0.043147
    4.250000,   19.499331,    0.042489
    4.250000,   19.599328,    0.041863
    4.250000,   19.699324,    0.041271
    4.250000,   19.799321,    0.040713
    4.250000,   19.899317,    0.040186
    4.250000,   19.999314,    0.039686
    4.250000,   20.099310,    0.039210
    4.250000,   20.199307,    0.038752
    4.250000,   20.299304,    0.038311
    4.250000,   20.399300,    0.037883
    4.250000,   20.499297,    0.037469
    4.250000,   20.599293,    0.037071
    4.250000,   20.699290,    0.036692
    4.250000,   20.799286,    0.036334
    4.250000,   20.899283,    0.036000
    4.250000,   20.999280,    0.035687
    4.250000,   21.099276,    0.035392
    4.250000,   21.199273,    0.035108
    4.250000,   21.299269,    0.034828
    4.250000,   21.399266,    0.034543
    4.250000,   21.499262,    0.034250
    4.250000,   21.599259,    0.033944
    4.250000,   21.699256,    0.033627
    4.250000,   21.799252,    0.033305
    4.250000,   21.899249,    0.032983
    4.250000,   21.999245,    0.032669
    4.250000,   22.099242,    0.032369
    4.250000,   22.199238,    0.032088
    4.250000,   22.299235,    0.031828
    4.250000,   22.399232,    0.031587
    4.250000,   22.499228,    0.031362
    4.250000,   22.599225,    0.031150
    4.250000,   22.699221,    0.030946
    4.250000,   22.799218,    0.030747
    4.250000,   22.899214,    0.030550
    4.250000,   22.999211,    0.030352
    4.250000,   23.099208,    0.030152
    4.250000,   23.199204,    0.029948
    4.250000,   23.299201,    0.029740
    4.250000,   23.399197,    0.029526
    4.250000,   23.499194,    0.029308
    4.250000,   23.599190,    0.029084
    4.250000,   23.699187,    0.028858
    4.250000,   23.799183,    0.028631
    4.250000,   23.899180,    0.028406
    4.250000,   23.999177,    0.028186
    4.250000,   24.099173,    0.027973
    4.250000,   24.199170,    0.027768
    4.250000,   24.299166,    0.027568
    4.250000,   24.399163,    0.027373
    4.250000,   24.499159,    0.027179
    4.250000,   24.599156,    0.026983
    4.250000,   24.699153,    0.026781
    4.250000,   24.799149,    0.026573
    4.250000,   24.899146,    0.026357
    4.250000,   24.999142,    0.026134
    4.250000,   25.099139,    0.025905
    4.250000,   25.199135,    0.025669
    4.250000,   25.299132,    0.025424
    4.250000,   25.399129,    0.025169
    4.250000,   25.499125,    0.024902
    4.250000,   25.599122,    0.024625
    4.250000,   25.699118,    0.024344
    4.250000,   25.799115,    0.024071
    4.250000,   25.899111,    0.023818
    4.250000,   25.999108,    0.023597
    4.250000,   26.099105,    0.023419
    4.250000,   26.199101,    0.023286
    4.250000,   26.299098,    0.023193
    4.250000,   26.399094,    0.023130
    4.250000,   26.499091,    0.023083
    4.250000,   26.599087,    0.023039
    4.250000,   26.699084,    0.022983
    4.250000,   26.799081,    0.022907
    4.250000,   26.899077,    0.022803
    4.250000,   26.999074,    0.022670
    4.250000,   27.099070,    0.022509
    4.250000,   27.199067,    0.022325
    4.250000,   27.299063,    0.022128
    4.250000,   27.399060,    0.021928
    4.250000,   27.499057,    0.021739
    4.250000,   27.599053,    0.021572
    4.250000,   27.699050,    0.021436
    4.250000,   27.799046,    0.021336
    4.250000,   27.899043,    0.021268
    4.250000,   27.999039,    0.021221
    4.250000,   28.099036,    0.021180
    4.250000,   28.199033,    0.021125
    4.250000,   28.299029,    0.021040
    4.250000,   28.399026,    0.020913
    4.250000,   28.499022,    0.020745
    4.250000,   28.599019,    0.020541
    4.250000,   28.699015,    0.020318
    4.250000,   28.799012,    0.020091
    4.250000,   28.899009,    0.019873
    4.250000,   28.999005,    0.019663
    4.250000,   29.099002,    0.019446
    4.250000,   29.198998,    0.019185
    4.250000,   29.298995,   -1.000000
    4.250000,   29.398991,   -1.000000
    4.250000,   29.498988,   -1.000000
    4.250000,   29.598985,   -1.000000
    4.250000,   29.698981,   -1.000000
    4.250000,   29.798978,   -1.000000
    4.250000,   29.898974,   -1.000000

    4.300000,    0.099997,    0.019121
    4.300000,    0.199993,    0.020599
    4.300000,    0.299990,    0.022117
    4.300000,    0.399986,    0.023672
    4.300000,    0.499983,    0.025260
    4.300000,    0.599979,    0.026878
    4.300000,    0.699976,    0.028523
    4.300000,    0.799973,    0.030192
    4.300000,    0.899969,    0.031884
    4.300000,    0.999966,    0.033596
    4.300000,    1.099962,    0.035327
    4.300000,    1.199959,    0.037076
    4.300000,    1.299955,    0.038840
    4.300000,    1.399952,    0.040618
    4.300000,    1.499949,    0.042409
    4.300000,    1.599945,    0.044212
    4.300000,    1.699942,    0.046023
    4.300000,    1.799938,    0.047840
    4.300000,    1.899935,    0.049661
    4.300000,    1.999931,    0.051481
    4.300000,    2.099928,    0.053297
    4.300000,    2.199925,    0.055103
    4.300000,    2.299921,    0.056895
    4.300000,    2.399918,    0.058666
    4.300000,    2.499914,    0.060411
    4.300000,    2.599911,    0.062123
    4.300000,    2.699907,    0.063795
    4.300000,    2.799904,    0.065422
    4.300000,    2.899901,    0.066998
    4.300000,    2.999897,    0.068515
    4.300000,    3.099894,    0.069970
    4.300000,    3.199890,    0.071355
    4.300000,    3.299887,    0.072668
    4.300000,    3.399883,    0.073904
    4.300000,    3.499880,    0.075061
    4.300000,    3.599876,    0.076135
    4.300000,    3.699873,    0.077124
    4.300000,    3.799870,    0.078028
    4.300000,    3.899866,    0.078846
    4.300000,    3.999863,    0.079577
    4.300000,    4.099859,    0.080222
    4.300000,    4.199856,    0.080782
    4.300000,    4.299852,    0.081257
    4.300000,    4.399849,    0.081649
    4.300000,    4.499846,    0.081959
    4.300000,    4.599842,    0.082188
    4.300000,    4.699839,    0.082340
    4.300000,    4.799835,    0.082414
    4.300000,    4.899832,    0.082415
    4.300000,    4.999828,    0.082343
    4.300000,    5.099825,    0.082202
    4.300000,    5.199822,    0.081994
    4.300000,    5.299818,    0.081723
    4.300000,    5.399815,    0.081392
    4.300000,    5.499811,    0.081005
    4.300000,    5.599808,    0.080565
    4.300000,    5.699804,    0.080079
    4.300000,    5.799801,    0.079550
    4.300000,    5.899798,    0.078983
    4.300000,    5.999794,    0.078384
    4.300000,    6.099791,    0.077760
    4.300000,    6.199787,    0.077114
    4.300000,    6.299784,    0.076453
    4.300000,    6.399780,    0.075784
    4.300000,    6.499777,    0.075110
    4.300000,    6.599774,    0.074438
    4.300000,    6.699770,    0.073772
    4.300000,    6.799767,    0.073117
    4.300000,    6.899763,    0.072477
    4.300000,    6.999760,    0.071856
    4.300000,    7.099756,    0.071256
    4.300000,    7.199753,    0.070680
    4.300000,    7.299750,    0.070130
    4.300000,    7.399746,    0.069608
    4.300000,    7.499743,    0.069112
    4.300000,    7.599739,    0.068645
    4.300000,    7.699736,    0.068205
    4.300000,    7.799732,    0.067791
    4.300000,    7.899729,    0.067401
    4.300000,    7.999726,    0.067033
    4.300000,    8.099722,    0.066685
    4.300000,    8.199719,    0.066354
    4.300000,    8.299715,    0.066037
    4.300000,    8.399712,    0.065729
    4.300000,    8.499708,    0.065426
    4.300000,    8.599705,    0.065126
    4.300000,    8.699702,    0.064823
    4.300000,    8.799698,    0.064514
    4.300000,    8.899695,    0.064196
    4.300000,    8.999691,    0.063865
    4.300000,    9.099688,    0.063518
    4.300000,    9.199684,    0.063155
    4.300000,    9.299681,    0.062775
    4.300000,    9.399678,    0.062377
    4.300000,    9.499674,    0.061962
    4.300000,    9.599671,    0.061534
    4.300000,    9.699667,    0.061095
    4.300000,    9.799664,    0.060650
    4.300000,    9.899660,    0.060203
    4.300000,    9.999657,    0.059760
    4.300000,   10.099653,    0.059328
    4.300000,   10.199650,    0.058911
    4.300000,   10.299647,    0.058516
    4.300000,   10.399643,    0.058149
    4.300000,   10.499640,    0.057815
    4.300000,   10.599636,    0.057522
    4.300000,   10.699633,    0.057273
    4.300000,   10.799629,    0.057076
    4.300000,   10.899626,    0.056938
    4.300000,   10.999623,    0.056866
    4.300000,   11.099619,    0.056869
    4.300000,   11.199616,    0.056959
    4.300000,   11.299612,    0.057149
    4.300000,   11.399609,    0.057454
    4.300000,   11.499605,    0.057893
    4.300000,   11.599602,    0.058487
    4.300000,   11.699599,    0.059257
    4.300000,   11.799595,    0.060228
    4.300000,   11.899592,    0.061425
    4.300000,   11.999588,    0.062871
    4.300000,   12.099585,    0.064590
    4.300000,   12.199581,    0.066600
    4.300000,   12.299578,    0.068916
    4.300000,   12.399575,    0.071549
    4.300000,   12.499571,    0.074500
    4.300000,   12.599568,    0.077765
    4.300000,   12.699564,    0.081328
    4.300000,   12.799561,    0.085167
    4.300000,   12.899557,    0.089247
    4.300000,   12.999554,    0.093527
    4.300000,   13.099551,    0.097954
    4.300000,   13.199547,    0.102468
    4.300000,   13.299544,    0.107001
    4.300000,   13.399540,    0.111480
    4.300000,   13.499537,    0.115827
    4.300000,   13.599533,    0.119961
    4.300000,   13.699530,    0.123803
    4.300000,   13.799527,    0.127272
    4.300000,   13.899523,    0.130298
    4.300000,   13.999520,    0.132816
    4.300000,   14.099516,    0.134771
    4.300000,   14.199513,    0.136123
    4.300000,   14.299509,    0.136848
    4.300000,   14.399506,    0.136936
    4.300000,   14.499503,    0.136398
    4.300000,   14.599499,    0.135260
    4.300000,   14.699496,    0.133562
    4.300000,   14.799492,    0.131361
    4.300000,   14.899489,    0.128720
    4.300000,   14.999485,    0.125714
    4.300000,   15.099482,    0.122417
    4.300000,   15.199479,    0.118906
    4.300000,   15.299475,    0.115254
    4.300000,   15.399472,    0.111530
    4.300000,   15.499468,    0.107794
    4.300000,   15.599465,    0.104097
    4.300000,   15.699461,    0.100484
    4.300000,   15.799458,    0.096988
    4.300000,   15.899455,    0.093635
    4.300000,   15.999451,    0.090443
    4.300000,   16.099448,    0.087422
    4.300000,   16.199444,    0.084577
    4.300000,   16.299441,    0.081908
    4.300000,   16.399437,    0.079411
    4.300000,   16.499434,    0.077079
    4.300000,   16.599431,    0.074902
    4.300000,   16.699427,    0.072868
    4.300000,   16.799424,    0.070964
    4.300000,   16.899420,    0.069177
    4.300000,   16.999417,    0.067495
    4.300000,   17.099413,    0.065904
    4.300000,   17.199410,    0.064395
    4.300000,   17.299406,    0.062958
    4.300000,   17.399403,    0.061587
    4.300000,   17.499400,    0.060277
    4.300000,   17.599396,    0.059025
    4.300000,   17.699393,    0.057829
    4.300000,   17.799389,    0.056689
    4.300000,   17.899386,    0.055606
    4.300000,   17.999382,    0.054578
    4.300000,   18.099379,    0.053604
    4.300000,   18.199376,    0.052684
    4.300000,   18.299372,    0.051815
    4.300000,   18.399369,    0.050994
    4.300000,   18.499365,    0.050219
    4.300000,   18.599362,    0.049486
    4.300000,   18.699358,    0.048793
    4.300000,   18.799355,    0.048138
    4.300000,   18.899352,    0.047517
    4.300000,   18.999348,    0.046929
    4.300000,   19.099345,    0.046369
    4.300000,   19.199341,    0.045834
    4.300000,   19.299338,    0.045319
    4.300000,   19.399334,    0.044821
    4.300000,   19.499331,    0.044333
    4.300000,   19.599328,    0.043854
    4.300000,   19.699324,    0.043379
    4.300000,   19.799321,    0.042907
    4.300000,   19.899317,    0.042436
    4.300000,   19.999314,    0.041965
    4.300000,   20.099310,    0.041495
    4.300000,   20.199307,    0.041027
    4.300000,   20.299304,    0.040563
    4.300000,   20.399300,    0.040106
    4.300000,   20.499297,    0.039660
    4.300000,   20.599293,    0.039228
    4.300000,   20.699290,    0.038815
    4.300000,   20.799286,    0.038421
    4.300000,   20.899283,    0.038047
    4.300000,   20.999280,    0.037690
    4.300000,   21.099276,    0.037344
    4.300000,   21.199273,    0.037001
    4.300000,   21.299269,    0.036653
    4.300000,   21.399266,    0.036291
    4.300000,   21.499262,    0.035911
    4.300000,   21.599259,    0.035513
    4.300000,   21.699256,    0.035100
    4.300000,   21.799252,    0.034680
    4.300000,   21.899249,    0.034265
    4.300000,   21.999245,    0.033865
    4.300000,   22.099242,    0.033490
    4.300000,   22.199238,    0.033148
    4.300000,   22.299235,    0.032841
    4.300000,   22.399232,    0.032565
    4.300000,   22.499228,    0.032315
    4.300000,   22.599225,    0.032081
    4.300000,   22.699221,    0.031853
    4.300000,   22.799218,    0.031621
    4.300000,   22.899214,    0.031378
    4.300000,   22.999211,    0.031119
    4.300000,   23.099208,    0.030843
    4.300000,   23.199204,    0.030549
    4.300000,   23.299201,    0.030241
    4.300000,   23.399197,    0.029923
    4.300000,   23.499194,    0.029601
    4.300000,   23.599190,    0.029280
    4.300000,   23.699187,    0.028965
    4.300000,   23.799183,    0.028663
    4.300000,   23.899180,    0.028379
    4.300000,   23.999177,    0.028116
    4.300000,   24.099173,    0.027876
    4.300000,   24.199170,    0.027658
    4.300000,   24.299166,    0.027458
    4.300000,   24.399163,    0.027270
    4.300000,   24.499159,    0.027088
    4.300000,   24.599156,    0.026905
    4.300000,   24.699153,    0.026714
    4.300000,   24.799149,    0.026514
    4.300000,   24.899146,    0.026304
    4.300000,   24.999142,    0.026087
    4.300000,   25.099139,    0.025866
    4.300000,   25.199135,    0.025647
    4.300000,   25.299132,    0.025431
    4.300000,   25.399129,    0.025220
    4.300000,   25.499125,    0.025017
    4.300000,   25.599122,    0.024822
    4.300000,   25.699118,    0.024640
    4.300000,   25.799115,    0.024475
    4.300000,   25.899111,    0.024332
    4.300000,   25.999108,    0.024214
    4.300000,   26.099105,    0.024122
    4.300000,   26.199101,    0.024054
    4.300000,   26.299098,    0.024007
    4.300000,   26.399094,    0.023973
    4.300000,   26.499091,    0.023948
    4.300000,   26.599087,    0.023927
    4.300000,   26.699084,    0.023905
    4.300000,   26.799081,    0.023880
    4.300000,   26.899077,    0.023847
    4.300000,   26.999074,    0.023804
    4.300000,   27.099070,    0.023745
    4.300000,   27.199067,    0.023669
    4.300000,   27.299063,    0.023572
    4.300000,   27.399060,    0.023457
    4.300000,   27.499057,    0.023326
    4.300000,   27.599053,    0.023187
    4.300000,   27.699050,    0.023046
    4.300000,   27.799046,    0.022911
    4.300000,   27.899043,    0.022786
    4.300000,   27.999039,    0.022671
    4.300000,   28.099036,    0.022561
    4.300000,   28.199033,    0.022450
    4.300000,   28.299029,    0.022328
    4.300000,   28.399026,    0.022187
    4.300000,   28.499022,    0.022023
    4.300000,   28.599019,    0.021834
    4.300000,   28.699015,    0.021626
    4.300000,   28.799012,    0.021405
    4.300000,   28.899009,    0.021177
    4.300000,   28.999005,    0.020941
    4.300000,   29.099002,   -1.000000
    4.300000,   29.198998,   -1.000000
    4.300000,   29.298995,   -1.000000
    4.300000,   29.398991,   -1.000000
    4.300000,   29.498988,   -1.000000
    4.300000,   29.598985,   -1.000000
    4.300000,   29.698981,   -1.000000
    4.300000,   29.798978,   -1.000000
    4.300000,   29.898974,   -1.000000

    4.350000,    0.099997,    0.002280
    4.350000,    0.199993,    0.002533
    4.350000,    0.299990,    0.002811
    4.350000,    0.399986,    0.003115
    4.350000,    0.499983,    0.003448
    4.350000,    0.599979,    0.003812
    4.350000,    0.699976,    0.004210
    4.350000,    0.799973,    0.004645
    4.350000,    0.899969,    0.005121
    4.350000,    0.999966,    0.005639
    4.350000,    1.099962,    0.006203
    4.350000,    1.199959,    0.006817
    4.350000,    1.299955,    0.007482
    4.350000,    1.399952,    0.008201
    4.350000,    1.499949,    0.008977
    4.350000,    1.599945,    0.009811
    4.350000,    1.699942,    0.010706
    4.350000,    1.799938,    0.011661
