 # Key parameters for the calculation
 # TASK,INSTR,TEMP,WING,E_UNIT
 #    1,   3, 300,   0,   1
 # Q, deltaE, Total
    4.350000,    1.899935,    0.012677
    4.350000,    1.999931,    0.013754
    4.350000,    2.099928,    0.014891
    4.350000,    2.199925,    0.016087
    4.350000,    2.299921,    0.017341
    4.350000,    2.399918,    0.018648
    4.350000,    2.499914,    0.020008
    4.350000,    2.599911,    0.021415
    4.350000,    2.699907,    0.022867
    4.350000,    2.799904,    0.024360
    4.350000,    2.899901,    0.025890
    4.350000,    2.999897,    0.027452
    4.350000,    3.099894,    0.029042
    4.350000,    3.199890,    0.030658
    4.350000,    3.299887,    0.032293
    4.350000,    3.399883,    0.033946
    4.350000,    3.499880,    0.035611
    4.350000,    3.599876,    0.037286
    4.350000,    3.699873,    0.038966
    4.350000,    3.799870,    0.040649
    4.350000,    3.899866,    0.042330
    4.350000,    3.999863,    0.044006
    4.350000,    4.099859,    0.045673
    4.350000,    4.199856,    0.047327
    4.350000,    4.299852,    0.048963
    4.350000,    4.399849,    0.050577
    4.350000,    4.499846,    0.052163
    4.350000,    4.599842,    0.053717
    4.350000,    4.699839,    0.055232
    4.350000,    4.799835,    0.056703
    4.350000,    4.899832,    0.058125
    4.350000,    4.999828,    0.059492
    4.350000,    5.099825,    0.060798
    4.350000,    5.199822,    0.062039
    4.350000,    5.299818,    0.063208
    4.350000,    5.399815,    0.064303
    4.350000,    5.499811,    0.065320
    4.350000,    5.599808,    0.066255
    4.350000,    5.699804,    0.067106
    4.350000,    5.799801,    0.067872
    4.350000,    5.899798,    0.068553
    4.350000,    5.999794,    0.069149
    4.350000,    6.099791,    0.069660
    4.350000,    6.199787,    0.070089
    4.350000,    6.299784,    0.070439
    4.350000,    6.399780,    0.070711
    4.350000,    6.499777,    0.070910
    4.350000,    6.599774,    0.071040
    4.350000,    6.699770,    0.071106
    4.350000,    6.799767,    0.071110
    4.350000,    6.899763,    0.071059
    4.350000,    6.999760,    0.070957
    4.350000,    7.099756,    0.070808
    4.350000,    7.199753,    0.070618
    4.350000,    7.299750,    0.070390
    4.350000,    7.399746,    0.070128
    4.350000,    7.499743,    0.069837
    4.350000,    7.599739,    0.069520
    4.350000,    7.699736,    0.069181
    4.350000,    7.799732,    0.068821
    4.350000,    7.899729,    0.068444
    4.350000,    7.999726,    0.068052
    4.350000,    8.099722,    0.067646
    4.350000,    8.199719,    0.067227
    4.350000,    8.299715,    0.066798
    4.350000,    8.399712,    0.066357
    4.350000,    8.499708,    0.065907
    4.350000,    8.599705,    0.065445
    4.350000,    8.699702,    0.064973
    4.350000,    8.799698,    0.064491
    4.350000,    8.899695,    0.063998
    4.350000,    8.999691,    0.063493
    4.350000,    9.099688,    0.062978
    4.350000,    9.199684,    0.062453
    4.350000,    9.299681,    0.061918
    4.350000,    9.399678,    0.061376
    4.350000,    9.499674,    0.060828
    4.350000,    9.599671,    0.060278
    4.350000,    9.699667,    0.059728
    4.350000,    9.799664,    0.059182
    4.350000,    9.899660,    0.058644
    4.350000,    9.999657,    0.058119
    4.350000,   10.099653,    0.057611
    4.350000,   10.199650,    0.057123
    4.350000,   10.299647,    0.056659
    4.350000,   10.399643,    0.056222
    4.350000,   10.499640,    0.055813
    4.350000,   10.599636,    0.055434
    4.350000,   10.699633,    0.055085
    4.350000,   10.799629,    0.054766
    4.350000,   10.899626,    0.054475
    4.350000,   10.999623,    0.054212
    4.350000,   11.099619,    0.053975
    4.350000,   11.199616,    0.053765
    4.350000,   11.299612,    0.053581
    4.350000,   11.399609,    0.053425
    4.350000,   11.499605,    0.053301
    4.350000,   11.599602,    0.053215
    4.350000,   11.699599,    0.053173
    4.350000,   11.799595,    0.053189
    4.350000,   11.899592,    0.053274
    4.350000,   11.999588,    0.053445
    4.350000,   12.099585,    0.053723
    4.350000,   12.199581,    0.054129
    4.350000,   12.299578,    0.054690
    4.350000,   12.399575,    0.055433
    4.350000,   12.499571,    0.056387
    4.350000,   12.599568,    0.057586
    4.350000,   12.699564,    0.059060
    4.350000,   12.799561,    0.060842
    4.350000,   12.899557,    0.062963
    4.350000,   12.999554,    0.065450
    4.350000,   13.099551,    0.068325
    4.350000,   13.199547,    0.071602
    4.350000,   13.299544,    0.075287
    4.350000,   13.399540,    0.079372
    4.350000,   13.499537,    0.083834
    4.350000,   13.599533,    0.088634
    4.350000,   13.699530,    0.093715
    4.350000,   13.799527,    0.098999
    4.350000,   13.899523,    0.104394
    4.350000,   13.999520,    0.109788
    4.350000,   14.099516,    0.115059
    4.350000,   14.199513,    0.120076
    4.350000,   14.299509,    0.124706
    4.350000,   14.399506,    0.128817
    4.350000,   14.499503,    0.132293
    4.350000,   14.599499,    0.135030
    4.350000,   14.699496,    0.136951
    4.350000,   14.799492,    0.138005
    4.350000,   14.899489,    0.138171
    4.350000,   14.999485,    0.137460
    4.350000,   15.099482,    0.135915
    4.350000,   15.199479,    0.133605
    4.350000,   15.299475,    0.130622
    4.350000,   15.399472,    0.127078
    4.350000,   15.499468,    0.123093
    4.350000,   15.599465,    0.118792
    4.350000,   15.699461,    0.114299
    4.350000,   15.799458,    0.109727
    4.350000,   15.899455,    0.105182
    4.350000,   15.999451,    0.100749
    4.350000,   16.099448,    0.096500
    4.350000,   16.199444,    0.092490
    4.350000,   16.299441,    0.088754
    4.350000,   16.399437,    0.085314
    4.350000,   16.499434,    0.082178
    4.350000,   16.599431,    0.079343
    4.350000,   16.699427,    0.076795
    4.350000,   16.799424,    0.074514
    4.350000,   16.899420,    0.072475
    4.350000,   16.999417,    0.070648
    4.350000,   17.099413,    0.069002
    4.350000,   17.199410,    0.067507
    4.350000,   17.299406,    0.066135
    4.350000,   17.399403,    0.064858
    4.350000,   17.499400,    0.063655
    4.350000,   17.599396,    0.062509
    4.350000,   17.699393,    0.061406
    4.350000,   17.799389,    0.060338
    4.350000,   17.899386,    0.059301
    4.350000,   17.999382,    0.058293
    4.350000,   18.099379,    0.057314
    4.350000,   18.199376,    0.056366
    4.350000,   18.299372,    0.055450
    4.350000,   18.399369,    0.054569
    4.350000,   18.499365,    0.053722
    4.350000,   18.599362,    0.052910
    4.350000,   18.699358,    0.052132
    4.350000,   18.799355,    0.051386
    4.350000,   18.899352,    0.050669
    4.350000,   18.999348,    0.049979
    4.350000,   19.099345,    0.049309
    4.350000,   19.199341,    0.048657
    4.350000,   19.299338,    0.048018
    4.350000,   19.399334,    0.047388
    4.350000,   19.499331,    0.046764
    4.350000,   19.599328,    0.046146
    4.350000,   19.699324,    0.045533
    4.350000,   19.799321,    0.044925
    4.350000,   19.899317,    0.044325
    4.350000,   19.999314,    0.043733
    4.350000,   20.099310,    0.043150
    4.350000,   20.199307,    0.042578
    4.350000,   20.299304,    0.042017
    4.350000,   20.399300,    0.041468
    4.350000,   20.499297,    0.040935
    4.350000,   20.599293,    0.040417
    4.350000,   20.699290,    0.039918
    4.350000,   20.799286,    0.039438
    4.350000,   20.899283,    0.038977
    4.350000,   20.999280,    0.038530
    4.350000,   21.099276,    0.038094
    4.350000,   21.199273,    0.037660
    4.350000,   21.299269,    0.037221
    4.350000,   21.399266,    0.036770
    4.350000,   21.499262,    0.036304
    4.350000,   21.599259,    0.035823
    4.350000,   21.699256,    0.035334
    4.350000,   21.799252,    0.034844
    4.350000,   21.899249,    0.034367
    4.350000,   21.999245,    0.033916
    4.350000,   22.099242,    0.033499
    4.350000,   22.199238,    0.033125
    4.350000,   22.299235,    0.032793
    4.350000,   22.399232,    0.032502
    4.350000,   22.499228,    0.032243
    4.350000,   22.599225,    0.032006
    4.350000,   22.699221,    0.031780
    4.350000,   22.799218,    0.031557
    4.350000,   22.899214,    0.031330
    4.350000,   22.999211,    0.031095
    4.350000,   23.099208,    0.030853
    4.350000,   23.199204,    0.030606
    4.350000,   23.299201,    0.030357
    4.350000,   23.399197,    0.030110
    4.350000,   23.499194,    0.029871
    4.350000,   23.599190,    0.029644
    4.350000,   23.699187,    0.029431
    4.350000,   23.799183,    0.029238
    4.350000,   23.899180,    0.029067
    4.350000,   23.999177,    0.028923
    4.350000,   24.099173,    0.028806
    4.350000,   24.199170,    0.028716
    4.350000,   24.299166,    0.028648
    4.350000,   24.399163,    0.028595
    4.350000,   24.499159,    0.028546
    4.350000,   24.599156,    0.028488
    4.350000,   24.699153,    0.028410
    4.350000,   24.799149,    0.028302
    4.350000,   24.899146,    0.028159
    4.350000,   24.999142,    0.027979
    4.350000,   25.099139,    0.027766
    4.350000,   25.199135,    0.027525
    4.350000,   25.299132,    0.027267
    4.350000,   25.399129,    0.027002
    4.350000,   25.499125,    0.026742
    4.350000,   25.599122,    0.026498
    4.350000,   25.699118,    0.026283
    4.350000,   25.799115,    0.026105
    4.350000,   25.899111,    0.025969
    4.350000,   25.999108,    0.025872
    4.350000,   26.099105,    0.025810
    4.350000,   26.199101,    0.025772
    4.350000,   26.299098,    0.025744
    4.350000,   26.399094,    0.025716
    4.350000,   26.499091,    0.025677
    4.350000,   26.599087,    0.025623
    4.350000,   26.699084,    0.025552
    4.350000,   26.799081,    0.025464
    4.350000,   26.899077,    0.025361
    4.350000,   26.999074,    0.025244
    4.350000,   27.099070,    0.025114
    4.350000,   27.199067,    0.024970
    4.350000,   27.299063,    0.024816
    4.350000,   27.399060,    0.024652
    4.350000,   27.499057,    0.024485
    4.350000,   27.599053,    0.024318
    4.350000,   27.699050,    0.024159
    4.350000,   27.799046,    0.024008
    4.350000,   27.899043,    0.023867
    4.350000,   27.999039,    0.023729
    4.350000,   28.099036,    0.023587
    4.350000,   28.199033,    0.023433
    4.350000,   28.299029,    0.023260
    4.350000,   28.399026,    0.023066
    4.350000,   28.499022,    0.022852
    4.350000,   28.599019,    0.022626
    4.350000,   28.699015,    0.022397
    4.350000,   28.799012,    0.022171
    4.350000,   28.899009,    0.021951
    4.350000,   28.999005,   -1.000000
    4.350000,   29.099002,   -1.000000
    4.350000,   29.198998,   -1.000000
    4.350000,   29.298995,   -1.000000
    4.350000,   29.398991,   -1.000000
    4.350000,   29.498988,   -1.000000
    4.350000,   29.598985,   -1.000000
    4.350000,   29.698981,   -1.000000
    4.350000,   29.798978,   -1.000000
    4.350000,   29.898974,   -1.000000

    4.400000,    0.099997,    0.001759
    4.400000,    0.199993,    0.001948
    4.400000,    0.299990,    0.002155
    4.400000,    0.399986,    0.002379
    4.400000,    0.499983,    0.002624
    4.400000,    0.599979,    0.002890
    4.400000,    0.699976,    0.003180
    4.400000,    0.799973,    0.003496
    4.400000,    0.899969,    0.003840
    4.400000,    0.999966,    0.004214
    4.400000,    1.099962,    0.004621
    4.400000,    1.199959,    0.005062
    4.400000,    1.299955,    0.005540
    4.400000,    1.399952,    0.006057
    4.400000,    1.499949,    0.006616
    4.400000,    1.599945,    0.007217
    4.400000,    1.699942,    0.007861
    4.400000,    1.799938,    0.008551
    4.400000,    1.899935,    0.009287
    4.400000,    1.999931,    0.010069
    4.400000,    2.099928,    0.010896
    4.400000,    2.199925,    0.011769
    4.400000,    2.299921,    0.012686
    4.400000,    2.399918,    0.013645
    4.400000,    2.499914,    0.014645
    4.400000,    2.599911,    0.015684
    4.400000,    2.699907,    0.016759
    4.400000,    2.799904,    0.017868
    4.400000,    2.899901,    0.019008
    4.400000,    2.999897,    0.020177
    4.400000,    3.099894,    0.021371
    4.400000,    3.199890,    0.022589
    4.400000,    3.299887,    0.023828
    4.400000,    3.399883,    0.025085
    4.400000,    3.499880,    0.026359
    4.400000,    3.599876,    0.027647
    4.400000,    3.699873,    0.028948
    4.400000,    3.799870,    0.030260
    4.400000,    3.899866,    0.031580
    4.400000,    3.999863,    0.032908
    4.400000,    4.099859,    0.034241
    4.400000,    4.199856,    0.035577
    4.400000,    4.299852,    0.036913
    4.400000,    4.399849,    0.038248
    4.400000,    4.499846,    0.039578
    4.400000,    4.599842,    0.040899
    4.400000,    4.699839,    0.042210
    4.400000,    4.799835,    0.043505
    4.400000,    4.899832,    0.044782
    4.400000,    4.999828,    0.046035
    4.400000,    5.099825,    0.047262
    4.400000,    5.199822,    0.048458
    4.400000,    5.299818,    0.049619
    4.400000,    5.399815,    0.050741
    4.400000,    5.499811,    0.051821
    4.400000,    5.599808,    0.052856
    4.400000,    5.699804,    0.053842
    4.400000,    5.799801,    0.054778
    4.400000,    5.899798,    0.055661
    4.400000,    5.999794,    0.056490
    4.400000,    6.099791,    0.057264
    4.400000,    6.199787,    0.057982
    4.400000,    6.299784,    0.058644
    4.400000,    6.399780,    0.059251
    4.400000,    6.499777,    0.059804
    4.400000,    6.599774,    0.060303
    4.400000,    6.699770,    0.060749
    4.400000,    6.799767,    0.061146
    4.400000,    6.899763,    0.061495
    4.400000,    6.999760,    0.061797
    4.400000,    7.099756,    0.062056
    4.400000,    7.199753,    0.062272
    4.400000,    7.299750,    0.062450
    4.400000,    7.399746,    0.062591
    4.400000,    7.499743,    0.062696
    4.400000,    7.599739,    0.062767
    4.400000,    7.699736,    0.062807
    4.400000,    7.799732,    0.062816
    4.400000,    7.899729,    0.062795
    4.400000,    7.999726,    0.062745
    4.400000,    8.099722,    0.062666
    4.400000,    8.199719,    0.062558
    4.400000,    8.299715,    0.062422
    4.400000,    8.399712,    0.062256
    4.400000,    8.499708,    0.062060
    4.400000,    8.599705,    0.061835
    4.400000,    8.699702,    0.061580
    4.400000,    8.799698,    0.061294
    4.400000,    8.899695,    0.060978
    4.400000,    8.999691,    0.060633
    4.400000,    9.099688,    0.060260
    4.400000,    9.199684,    0.059859
    4.400000,    9.299681,    0.059434
    4.400000,    9.399678,    0.058987
    4.400000,    9.499674,    0.058521
    4.400000,    9.599671,    0.058040
    4.400000,    9.699667,    0.057549
    4.400000,    9.799664,    0.057053
    4.400000,    9.899660,    0.056556
    4.400000,    9.999657,    0.056064
    4.400000,   10.099653,    0.055582
